EHAK|A12-CPP HELIPAD OIL|55.417|3.817|33
EHFZ|F16-A|54.1|-4|28
EHMG|L9-FF-1|53.6|-4.95|30
EHMA|AWG-1|53.5|-5.95|27
EHVB|VALKENBURG|52.167|4.433|1
EHJA|J6-A HELIPAD OIL PLA|53.817|2.95|34
EHQE|HOORN-A HELIPAD OIL|52.917|4.15|41
EHKD|DE KOOIJ|52.917|4.783|4
EHFD|F3-FB-1|54.85|4.7|49
EHAM|AMSTERDAM AP SCHIPH|52.3|4.767|-4
EHVL|VLIELAND|53.25|4.917|10
EHJR|K13-A|53.217|3.217|30
EHDB|DE BILT|52.1|5.183|4
EHSB|SOESTERBERG|52.133|5.283|16
EHLE|LELYSTAD AWS|52.45|5.533|-3
EHAU|AUK-ALFA|56.4|2.067|34
EHEP|EURO PLATFORM|52|3.283|18
EHFS|VLISSINGEN|51.45|3.6|8
EHGO|LE GOEREE|51.933|3.667|19
EHKA|K13-A|53.217|3.217|30
EHMP|MEETPOST NOORDWUK|52.267|4.3|17
EHNC|NOORDELUKE ZEERAAF|61.233|1.15|47
EHLW|LEEUWARDEN|53.217|5.767|2
EHDL|DEELEN|52.05|5.867|47
EHGG|GRONINGEN AP EELDE|53.133|6.583|4
EHTW|TWENTHE|52.267|6.9|35
EHSC|LE GOEREE|51.933|3.667|19
EHSA|EURO PLATFORM|52|3.283|18
EHWO|WOENSDRECHT|51.45|4.333|17
EHWO|WOENSDRECHT RNLAFB|51.45|4.333|17
EHRD|ROTTERDAM THE HAGUE|51.95|4.45|-4
EHGR|GILZE RIJEN|51.567|4.933|13
EHEH|EINDHOVEN|51.45|5.417|22
EHVK|VOLKEL|51.65|5.7|21
EHBK|MAASTRICHT AACHEN AP|50.9|5.75|114
EBFN|KOKSIJDE|51.083|2.65|6
EBOS|OOSTENDE (AIRPORT)|51.2|2.867|4
EBMT|SEMMERZAKE|50.933|3.667|37
EBGT|GENT/INDUSTRIE-ZONE|51.183|3.817|13
EBCV|CHIEVRES|50.567|3.833|59
EBLH|LIEGE|50.633|5.45|201
