TRITON_50m_Suppressed_Echoes_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_50m_Valid_Spectra_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_50m_Valid_Spectra_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_50m_Valid_Spectra_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_50m_Wind_Direction,8,-99999,1.0,2016-10-07,True,1,0
TRITON_50m_Wind_Speed,8,-99999,1.0,2016-10-07,True,1,0
TRITON_50m_Wind_Turbulence,8,-99999,1.0,2016-10-07,True,1,0
TRITON_50m_Wind_Vert,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_BeamNumA,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_BeamNumB,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_BeamNumC,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Confidence_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Confidence_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Confidence_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Confidence_Function,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Echo_Suppression,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Number_of_Shots_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Number_of_Shots_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Number_of_Shots_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Peak_Detection,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Quality,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Range_Gate,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Signal_Level_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Signal_Level_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Signal_Level_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_SNR_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_SNR_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_SNR_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Suppressed_Echoes_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Suppressed_Echoes_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Suppressed_Echoes_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Valid_Spectra_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Valid_Spectra_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Valid_Spectra_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Wind_Direction,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Wind_Speed,8,-99999,1.0,2016-10-07,True,6,0
TRITON_60m_Wind_Turbulence,8,-99999,1.0,2016-10-07,True,1,0
TRITON_60m_Wind_Vert,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_BeamNumA,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_BeamNumB,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_BeamNumC,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Confidence_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Confidence_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Confidence_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Confidence_Function,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Echo_Suppression,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Number_of_Shots_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Number_of_Shots_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Number_of_Shots_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Peak_Detection,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Quality,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Range_Gate,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Signal_Level_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Signal_Level_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Signal_Level_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_SNR_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_SNR_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_SNR_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Suppressed_Echoes_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Suppressed_Echoes_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Suppressed_Echoes_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Valid_Spectra_A,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Valid_Spectra_B,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Valid_Spectra_C,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Wind_Direction,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Wind_Speed,8,-99999,1.0,2016-10-07,True,6,0
TRITON_80m_Wind_Turbulence,8,-99999,1.0,2016-10-07,True,1,0
TRITON_80m_Wind_Vert,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Ambient_Temp,8,-99999,1.0,2016-10-07,True,144,0
TRITON_Azimuth,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Barometric_Pressure,8,-99999,1.0,2016-10-07,True,36,0
TRITON_Battery,8,-99999,1.0,2016-10-07,True,36,0
TRITON_Beep_Volume,8,-99999,1.0,2016-10-07,True,144,0
TRITON_Core_Power,8,-99999,1.0,2016-10-07,True,1,0
TRITON_CPU_Power,8,-99999,1.0,2016-10-07,True,1,0
TRITON_CPU_Temp,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Date_and_Time,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Heater_Temp,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Humidity,8,-99999,1.0,2016-10-07,True,36,0
TRITON_Internal_Temp,8,-99999,1.0,2016-10-07,True,72,0
TRITON_Mirror_Temp,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Modem_Power,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Noise_Level_A,8,-99999,1.0,2016-10-07,True,18,0
TRITON_Noise_Level_B,8,-99999,1.0,2016-10-07,True,18,0
TRITON_Noise_Level_C,8,-99999,1.0,2016-10-07,True,18,0
TRITON_PWM_Power,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Solar_Power,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Speaker_Power,8,-99999,1.0,2016-10-07,True,1,0
TRITON_Status,8,-99999,1.0,2016-10-07,True,1,0
TRITON_TiltX,8,-99999,1.0,2016-10-07,True,1008,60
TRITON_TiltY,8,-99999,1.0,2016-10-07,True,1008,60
TRITON_VibrationX,8,-99999,1.0,2016-10-07,True,1,0
TRITON_VibrationY,8,-99999,1.0,2016-10-07,True,1,0
